Name,Description,Range,Increment,Value,Read_only
RNGFND1_SNR_MIN,Minimum signal strength (SNR) to accept distance,0 65535,,,
RNGFND2_TYPE,Type of connected rangefinder,,,0|1|2|3|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|100|,
RNGFND2_PIN,"Analog or PWM input pin that rangefinder is connected to. Airspeed ports can be used for Analog input, AUXOUT can be used for PWM input. When using analog pin 103, the maximum value of the input in 3.3V.",,,-1|11|13|14|15|50|51|52|53|54|55|103|,
RNGFND2_SCALING,Scaling factor between rangefinder reading and distance. For the linear and inverted functions this is in meters per volt. For the hyperbolic function the units are meterVolts. For Maxbotix serial sonar this is unit conversion to meters.,,0.001,,
RNGFND2_OFFSET,Offset in volts for zero distance for analog rangefinders. Offset added to distance in centimeters for PWM lidars,,0.001,,
RNGFND2_FUNCTION,"Control over what function is used to calculate distance. For a linear function, the distance is (voltage-offset)*scaling. For a inverted function the distance is (offset-voltage)*scaling. For a hyperbolic function the distance is scaling/(voltage-offset). The functions return the distance in meters.",,,0|1|2|,
RNGFND2_MIN_CM,Minimum distance in centimeters that rangefinder can reliably read,,1,,
RNGFND2_MAX_CM,Maximum distance in centimeters that rangefinder can reliably read,,1,,
RNGFND2_STOP_PIN,"Digital pin that enables/disables rangefinder measurement for the pwm rangefinder. A value of -1 means no pin. If this is set, then the pin is set to 1 to enable the rangefinder and set to 0 to disable it. This is used to enable powersaving when out of range.",,,-1|50|51|52|53|54|55|111|112|113|114|115|116|,
RNGFND2_RMETRIC,"This parameter sets whether an analog rangefinder is ratiometric. Most analog rangefinders are ratiometric, meaning that their output voltage is influenced by the supply voltage. Some analog rangefinders (such as the SF/02) have their own internal voltage regulators so they are not ratiometric.",,,0|1|,
RNGFND2_PWRRNG,This parameter sets the estimated terrain distance in meters above which the sensor will be put into a power saving mode (if available). A value of zero means power saving is not enabled,0 32767,,,
RNGFND2_GNDCLEAR,This parameter sets the expected range measurement(in cm) that the range finder should return when the vehicle is on the ground.,5 127,1,,
RNGFND2_ADDR,"This sets the bus address of the sensor, where applicable. Used for the I2C and DroneCAN sensors to allow for multiple sensors on different addresses.",0 127,1,,
RNGFND2_POS_X,X position of the rangefinder in body frame. Positive X is forward of the origin. Use the zero range datum point if supplied.,-5 5,0.01,,
RNGFND2_POS_Y,Y position of the rangefinder in body frame. Positive Y is to the right of the origin. Use the zero range datum point if supplied.,-5 5,0.01,,
RNGFND2_POS_Z,Z position of the rangefinder in body frame. Positive Z is down from the origin. Use the zero range datum point if supplied.,-5 5,0.01,,
RNGFND2_ORIENT,Orientation of rangefinder,,,0|1|2|3|4|5|6|7|24|25|,
RNGFND2_WSP_MAVG,"Sets the number of historic range results to use for calculating the current range result. When MAVG is greater than 1, the current range result will be the current measured value averaged with the N-1 previous results",0 255,,,
RNGFND2_WSP_MEDF,Sets the window size for the real-time median filter. When MEDF is greater than 0 the median filter is active,0 255,,,
RNGFND2_WSP_FRQ,Sets the repetition frequency of the ranging operation in Hertz. Upon entering the desired frequency the system will calculate the nearest frequency that it can handle according to the resolution of internal timers.,0 10000,,,
RNGFND2_WSP_AVG,"Sets the number of pulses to be used in multi-pulse averaging mode. In this mode, a sequence of rapid fire ranges are taken and then averaged to improve the accuracy of the measurement",0 255,,,
RNGFND2_WSP_THR,Sets the system sensitivity. Larger values of THR represent higher sensitivity. The system may limit the maximum value of THR to prevent excessive false alarm rates based on settings made at the factory. Set to -1 for automatic threshold adjustments,-1 255,,,
RNGFND2_WSP_BAUD,Desired baud rate,,,0|1|,
RNGFND2_RECV_ID,The receive ID of the CAN frames. A value of zero means all IDs are accepted.,0 65535,,,
RNGFND2_SNR_MIN,Minimum signal strength (SNR) to accept distance,0 65535,,,
RNGFND3_TYPE,Type of connected rangefinder,,,0|1|2|3|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|100|,
RNGFND3_PIN,"Analog or PWM input pin that rangefinder is connected to. Airspeed ports can be used for Analog input, AUXOUT can be used for PWM input. When using analog pin 103, the maximum value of the input in 3.3V.",,,-1|11|13|14|15|50|51|52|53|54|55|103|,
RNGFND3_SCALING,Scaling factor between rangefinder reading and distance. For the linear and inverted functions this is in meters per volt. For the hyperbolic function the units are meterVolts. For Maxbotix serial sonar this is unit conversion to meters.,,0.001,,
RNGFND3_OFFSET,Offset in volts for zero distance for analog rangefinders. Offset added to distance in centimeters for PWM lidars,,0.001,,
RNGFND3_FUNCTION,"Control over what function is used to calculate distance. For a linear function, the distance is (voltage-offset)*scaling. For a inverted function the distance is (offset-voltage)*scaling. For a hyperbolic function the distance is scaling/(voltage-offset). The functions return the distance in meters.",,,0|1|2|,
RNGFND3_MIN_CM,Minimum distance in centimeters that rangefinder can reliably read,,1,,
RNGFND3_MAX_CM,Maximum distance in centimeters that rangefinder can reliably read,,1,,
RNGFND3_STOP_PIN,"Digital pin that enables/disables rangefinder measurement for the pwm rangefinder. A value of -1 means no pin. If this is set, then the pin is set to 1 to enable the rangefinder and set to 0 to disable it. This is used to enable powersaving when out of range.",,,-1|50|51|52|53|54|55|111|112|113|114|115|116|,
RNGFND3_RMETRIC,"This parameter sets whether an analog rangefinder is ratiometric. Most analog rangefinders are ratiometric, meaning that their output voltage is influenced by the supply voltage. Some analog rangefinders (such as the SF/02) have their own internal voltage regulators so they are not ratiometric.",,,0|1|,
RNGFND3_PWRRNG,This parameter sets the estimated terrain distance in meters above which the sensor will be put into a power saving mode (if available). A value of zero means power saving is not enabled,0 32767,,,
RNGFND3_GNDCLEAR,This parameter sets the expected range measurement(in cm) that the range finder should return when the vehicle is on the ground.,5 127,1,,
RNGFND3_ADDR,"This sets the bus address of the sensor, where applicable. Used for the I2C and DroneCAN sensors to allow for multiple sensors on different addresses.",0 127,1,,
RNGFND3_POS_X,X position of the rangefinder in body frame. Positive X is forward of the origin. Use the zero range datum point if supplied.,-5 5,0.01,,
RNGFND3_POS_Y,Y position of the rangefinder in body frame. Positive Y is to the right of the origin. Use the zero range datum point if supplied.,-5 5,0.01,,
RNGFND3_POS_Z,Z position of the rangefinder in body frame. Positive Z is down from the origin. Use the zero range datum point if supplied.,-5 5,0.01,,
RNGFND3_ORIENT,Orientation of rangefinder,,,0|1|2|3|4|5|6|7|24|25|,
RNGFND3_WSP_MAVG,"Sets the number of historic range results to use for calculating the current range result. When MAVG is greater than 1, the current range result will be the current measured value averaged with the N-1 previous results",0 255,,,
RNGFND3_WSP_MEDF,Sets the window size for the real-time median filter. When MEDF is greater than 0 the median filter is active,0 255,,,
RNGFND3_WSP_FRQ,Sets the repetition frequency of the ranging operation in Hertz. Upon entering the desired frequency the system will calculate the nearest frequency that it can handle according to the resolution of internal timers.,0 10000,,,
RNGFND3_WSP_AVG,"Sets the number of pulses to be used in multi-pulse averaging mode. In this mode, a sequence of rapid fire ranges are taken and then averaged to improve the accuracy of the measurement",0 255,,,
RNGFND3_WSP_THR,Sets the system sensitivity. Larger values of THR represent higher sensitivity. The system may limit the maximum value of THR to prevent excessive false alarm rates based on settings made at the factory. Set to -1 for automatic threshold adjustments,-1 255,,,
RNGFND3_WSP_BAUD,Desired baud rate,,,0|1|,
RNGFND3_RECV_ID,The receive ID of the CAN frames. A value of zero means all IDs are accepted.,0 65535,,,
RNGFND3_SNR_MIN,Minimum signal strength (SNR) to accept distance,0 65535,,,
RNGFND4_TYPE,Type of connected rangefinder,,,0|1|2|3|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|100|,
RNGFND4_PIN,"Analog or PWM input pin that rangefinder is connected to. Airspeed ports can be used for Analog input, AUXOUT can be used for PWM input. When using analog pin 103, the maximum value of the input in 3.3V.",,,-1|11|13|14|15|50|51|52|53|54|55|103|,
RNGFND4_SCALING,Scaling factor between rangefinder reading and distance. For the linear and inverted functions this is in meters per volt. For the hyperbolic function the units are meterVolts. For Maxbotix serial sonar this is unit conversion to meters.,,0.001,,
RNGFND4_OFFSET,Offset in volts for zero distance for analog rangefinders. Offset added to distance in centimeters for PWM lidars,,0.001,,
RNGFND4_FUNCTION,"Control over what function is used to calculate distance. For a linear function, the distance is (voltage-offset)*scaling. For a inverted function the distance is (offset-voltage)*scaling. For a hyperbolic function the distance is scaling/(voltage-offset). The functions return the distance in meters.",,,0|1|2|,
RNGFND4_MIN_CM,Minimum distance in centimeters that rangefinder can reliably read,,1,,
RNGFND4_MAX_CM,Maximum distance in centimeters that rangefinder can reliably read,,1,,
RNGFND4_STOP_PIN,"Digital pin that enables/disables rangefinder measurement for the pwm rangefinder. A value of -1 means no pin. If this is set, then the pin is set to 1 to enable the rangefinder and set to 0 to disable it. This is used to enable powersaving when out of range.",,,-1|50|51|52|53|54|55|111|112|113|114|115|116|,
RNGFND4_RMETRIC,"This parameter sets whether an analog rangefinder is ratiometric. Most analog rangefinders are ratiometric, meaning that their output voltage is influenced by the supply voltage. Some analog rangefinders (such as the SF/02) have their own internal voltage regulators so they are not ratiometric.",,,0|1|,
RNGFND4_PWRRNG,This parameter sets the estimated terrain distance in meters above which the sensor will be put into a power saving mode (if available). A value of zero means power saving is not enabled,0 32767,,,
RNGFND4_GNDCLEAR,This parameter sets the expected range measurement(in cm) that the range finder should return when the vehicle is on the ground.,5 127,1,,
RNGFND4_ADDR,"This sets the bus address of the sensor, where applicable. Used for the I2C and DroneCAN sensors to allow for multiple sensors on different addresses.",0 127,1,,
RNGFND4_POS_X,X position of the rangefinder in body frame. Positive X is forward of the origin. Use the zero range datum point if supplied.,-5 5,0.01,,
RNGFND4_POS_Y,Y position of the rangefinder in body frame. Positive Y is to the right of the origin. Use the zero range datum point if supplied.,-5 5,0.01,,
RNGFND4_POS_Z,Z position of the rangefinder in body frame. Positive Z is down from the origin. Use the zero range datum point if supplied.,-5 5,0.01,,
RNGFND4_ORIENT,Orientation of rangefinder,,,0|1|2|3|4|5|6|7|24|25|,
RNGFND4_WSP_MAVG,"Sets the number of historic range results to use for calculating the current range result. When MAVG is greater than 1, the current range result will be the current measured value averaged with the N-1 previous results",0 255,,,
RNGFND4_WSP_MEDF,Sets the window size for the real-time median filter. When MEDF is greater than 0 the median filter is active,0 255,,,
RNGFND4_WSP_FRQ,Sets the repetition frequency of the ranging operation in Hertz. Upon entering the desired frequency the system will calculate the nearest frequency that it can handle according to the resolution of internal timers.,0 10000,,,
RNGFND4_WSP_AVG,"Sets the number of pulses to be used in multi-pulse averaging mode. In this mode, a sequence of rapid fire ranges are taken and then averaged to improve the accuracy of the measurement",0 255,,,
RNGFND4_WSP_THR,Sets the system sensitivity. Larger values of THR represent higher sensitivity. The system may limit the maximum value of THR to prevent excessive false alarm rates based on settings made at the factory. Set to -1 for automatic threshold adjustments,-1 255,,,
RNGFND4_WSP_BAUD,Desired baud rate,,,0|1|,
RNGFND4_RECV_ID,The receive ID of the CAN frames. A value of zero means all IDs are accepted.,0 65535,,,
RNGFND4_SNR_MIN,Minimum signal strength (SNR) to accept distance,0 65535,,,
RNGFND5_TYPE,Type of connected rangefinder,,,0|1|2|3|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|100|,
RNGFND5_PIN,"Analog or PWM input pin that rangefinder is connected to. Airspeed ports can be used for Analog input, AUXOUT can be used for PWM input. When using analog pin 103, the maximum value of the input in 3.3V.",,,-1|11|13|14|15|50|51|52|53|54|55|103|,
RNGFND5_SCALING,Scaling factor between rangefinder reading and distance. For the linear and inverted functions this is in meters per volt. For the hyperbolic function the units are meterVolts. For Maxbotix serial sonar this is unit conversion to meters.,,0.001,,
RNGFND5_OFFSET,Offset in volts for zero distance for analog rangefinders. Offset added to distance in centimeters for PWM lidars,,0.001,,
RNGFND5_FUNCTION,"Control over what function is used to calculate distance. For a linear function, the distance is (voltage-offset)*scaling. For a inverted function the distance is (offset-voltage)*scaling. For a hyperbolic function the distance is scaling/(voltage-offset). The functions return the distance in meters.",,,0|1|2|,
RNGFND5_MIN_CM,Minimum distance in centimeters that rangefinder can reliably read,,1,,
RNGFND5_MAX_CM,Maximum distance in centimeters that rangefinder can reliably read,,1,,
RNGFND5_STOP_PIN,"Digital pin that enables/disables rangefinder measurement for the pwm rangefinder. A value of -1 means no pin. If this is set, then the pin is set to 1 to enable the rangefinder and set to 0 to disable it. This is used to enable powersaving when out of range.",,,-1|50|51|52|53|54|55|111|112|113|114|115|116|,
RNGFND5_RMETRIC,"This parameter sets whether an analog rangefinder is ratiometric. Most analog rangefinders are ratiometric, meaning that their output voltage is influenced by the supply voltage. Some analog rangefinders (such as the SF/02) have their own internal voltage regulators so they are not ratiometric.",,,0|1|,
RNGFND5_PWRRNG,This parameter sets the estimated terrain distance in meters above which the sensor will be put into a power saving mode (if available). A value of zero means power saving is not enabled,0 32767,,,
RNGFND5_GNDCLEAR,This parameter sets the expected range measurement(in cm) that the range finder should return when the vehicle is on the ground.,5 127,1,,
RNGFND5_ADDR,"This sets the bus address of the sensor, where applicable. Used for the I2C and DroneCAN sensors to allow for multiple sensors on different addresses.",0 127,1,,
RNGFND5_POS_X,X position of the rangefinder in body frame. Positive X is forward of the origin. Use the zero range datum point if supplied.,-5 5,0.01,,
RNGFND5_POS_Y,Y position of the rangefinder in body frame. Positive Y is to the right of the origin. Use the zero range datum point if supplied.,-5 5,0.01,,
RNGFND5_POS_Z,Z position of the rangefinder in body frame. Positive Z is down from the origin. Use the zero range datum point if supplied.,-5 5,0.01,,
RNGFND5_ORIENT,Orientation of rangefinder,,,0|1|2|3|4|5|6|7|24|25|,
