Name,Description,Range,Default
TC_A1_ID,ID of Accelerometer that the calibration is for,,0
TC_A1_TMAX,Accelerometer calibration maximum temperature,,100.0
TC_A1_TMIN,Accelerometer calibration minimum temperature,,0.0
TC_A1_TREF,Accelerometer calibration reference temperature,,25.0
TC_A1_X0_0,Accelerometer offset temperature ^0 polynomial coefficient - X axis,,0.0
TC_A1_X0_1,Accelerometer offset temperature ^0 polynomial coefficient - Y axis,,0.0
TC_A1_X0_2,Accelerometer offset temperature ^0 polynomial coefficient - Z axis,,0.0
TC_A1_X1_0,Accelerometer offset temperature ^1 polynomial coefficient - X axis,,0.0
TC_A1_X1_1,Accelerometer offset temperature ^1 polynomial coefficient - Y axis,,0.0
TC_A1_X1_2,Accelerometer offset temperature ^1 polynomial coefficient - Z axis,,0.0
TC_A1_X2_0,Accelerometer offset temperature ^2 polynomial coefficient - X axis,,0.0
TC_A1_X2_1,Accelerometer offset temperature ^2 polynomial coefficient - Y axis,,0.0
TC_A1_X2_2,Accelerometer offset temperature ^2 polynomial coefficient - Z axis,,0.0
TC_A1_X3_0,Accelerometer offset temperature ^3 polynomial coefficient - X axis,,0.0
TC_A1_X3_1,Accelerometer offset temperature ^3 polynomial coefficient - Y axis,,0.0
TC_A1_X3_2,Accelerometer offset temperature ^3 polynomial coefficient - Z axis,,0.0
TC_A2_ID,ID of Accelerometer that the calibration is for,,0
TC_A2_TMAX,Accelerometer calibration maximum temperature,,100.0
TC_A2_TMIN,Accelerometer calibration minimum temperature,,0.0
TC_A2_TREF,Accelerometer calibration reference temperature,,25.0
TC_A2_X0_0,Accelerometer offset temperature ^0 polynomial coefficient - X axis,,0.0
TC_A2_X0_1,Accelerometer offset temperature ^0 polynomial coefficient - Y axis,,0.0
TC_A2_X0_2,Accelerometer offset temperature ^0 polynomial coefficient - Z axis,,0.0
TC_A2_X1_0,Accelerometer offset temperature ^1 polynomial coefficient - X axis,,0.0
TC_A2_X1_1,Accelerometer offset temperature ^1 polynomial coefficient - Y axis,,0.0
TC_A2_X1_2,Accelerometer offset temperature ^1 polynomial coefficient - Z axis,,0.0
TC_A2_X2_0,Accelerometer offset temperature ^2 polynomial coefficient - X axis,,0.0
TC_A2_X2_1,Accelerometer offset temperature ^2 polynomial coefficient - Y axis,,0.0
TC_A2_X2_2,Accelerometer offset temperature ^2 polynomial coefficient - Z axis,,0.0
TC_A2_X3_0,Accelerometer offset temperature ^3 polynomial coefficient - X axis,,0.0
TC_A2_X3_1,Accelerometer offset temperature ^3 polynomial coefficient - Y axis,,0.0
TC_A2_X3_2,Accelerometer offset temperature ^3 polynomial coefficient - Z axis,,0.0
TC_A3_ID,ID of Accelerometer that the calibration is for,,0
TC_A3_TMAX,Accelerometer calibration maximum temperature,,100.0
TC_A3_TMIN,Accelerometer calibration minimum temperature,,0.0
TC_A3_TREF,Accelerometer calibration reference temperature,,25.0
TC_A3_X0_0,Accelerometer offset temperature ^0 polynomial coefficient - X axis,,0.0
TC_A3_X0_1,Accelerometer offset temperature ^0 polynomial coefficient - Y axis,,0.0
TC_A3_X0_2,Accelerometer offset temperature ^0 polynomial coefficient - Z axis,,0.0
TC_A3_X1_0,Accelerometer offset temperature ^1 polynomial coefficient - X axis,,0.0
TC_A3_X1_1,Accelerometer offset temperature ^1 polynomial coefficient - Y axis,,0.0
TC_A3_X1_2,Accelerometer offset temperature ^1 polynomial coefficient - Z axis,,0.0
TC_A3_X2_0,Accelerometer offset temperature ^2 polynomial coefficient - X axis,,0.0
TC_A3_X2_1,Accelerometer offset temperature ^2 polynomial coefficient - Y axis,,0.0
TC_A3_X2_2,Accelerometer offset temperature ^2 polynomial coefficient - Z axis,,0.0
TC_A3_X3_0,Accelerometer offset temperature ^3 polynomial coefficient - X axis,,0.0
TC_A3_X3_1,Accelerometer offset temperature ^3 polynomial coefficient - Y axis,,0.0
TC_A3_X3_2,Accelerometer offset temperature ^3 polynomial coefficient - Z axis,,0.0
TC_A_ENABLE,Thermal compensation for accelerometer sensors,,0
TC_B0_ID,ID of Barometer that the calibration is for,,0
TC_B0_TMAX,Barometer calibration maximum temperature,,75.0
TC_B0_TMIN,Barometer calibration minimum temperature,,5.0
TC_B0_TREF,Barometer calibration reference temperature,,40.0
TC_B0_X0,Barometer offset temperature ^0 polynomial coefficient,,0.0
TC_B0_X1,Barometer offset temperature ^1 polynomial coefficients,,0.0
TC_B0_X2,Barometer offset temperature ^2 polynomial coefficient,,0.0
TC_B0_X3,Barometer offset temperature ^3 polynomial coefficient,,0.0
TC_B0_X4,Barometer offset temperature ^4 polynomial coefficient,,0.0
TC_B0_X5,Barometer offset temperature ^5 polynomial coefficient,,0.0
TC_B1_ID,ID of Barometer that the calibration is for,,0
TC_B1_TMAX,Barometer calibration maximum temperature,,75.0
TC_B1_TMIN,Barometer calibration minimum temperature,,5.0
TC_B1_TREF,Barometer calibration reference temperature,,40.0
TC_B1_X0,Barometer offset temperature ^0 polynomial coefficient,,0.0
TC_B1_X1,Barometer offset temperature ^1 polynomial coefficients,,0.0
TC_B1_X2,Barometer offset temperature ^2 polynomial coefficient,,0.0
TC_B1_X3,Barometer offset temperature ^3 polynomial coefficient,,0.0
TC_B1_X4,Barometer offset temperature ^4 polynomial coefficient,,0.0
TC_B1_X5,Barometer offset temperature ^5 polynomial coefficient,,0.0
TC_B2_ID,ID of Barometer that the calibration is for,,0
TC_B2_TMAX,Barometer calibration maximum temperature,,75.0
TC_B2_TMIN,Barometer calibration minimum temperature,,5.0
TC_B2_TREF,Barometer calibration reference temperature,,40.0
TC_B2_X0,Barometer offset temperature ^0 polynomial coefficient,,0.0
TC_B2_X1,Barometer offset temperature ^1 polynomial coefficients,,0.0
TC_B2_X2,Barometer offset temperature ^2 polynomial coefficient,,0.0
TC_B2_X3,Barometer offset temperature ^3 polynomial coefficient,,0.0
TC_B2_X4,Barometer offset temperature ^4 polynomial coefficient,,0.0
TC_B2_X5,Barometer offset temperature ^5 polynomial coefficient,,0.0
TC_B3_ID,ID of Barometer that the calibration is for,,0
TC_B3_TMAX,Barometer calibration maximum temperature,,75.0
TC_B3_TMIN,Barometer calibration minimum temperature,,5.0
TC_B3_TREF,Barometer calibration reference temperature,,40.0
TC_B3_X0,Barometer offset temperature ^0 polynomial coefficient,,0.0
TC_B3_X1,Barometer offset temperature ^1 polynomial coefficients,,0.0
TC_B3_X2,Barometer offset temperature ^2 polynomial coefficient,,0.0
TC_B3_X3,Barometer offset temperature ^3 polynomial coefficient,,0.0
TC_B3_X4,Barometer offset temperature ^4 polynomial coefficient,,0.0
TC_B3_X5,Barometer offset temperature ^5 polynomial coefficient,,0.0
TC_B_ENABLE,Thermal compensation for barometric pressure sensors,,0
TC_G0_ID,ID of Gyro that the calibration is for,,0
TC_G0_TMAX,Gyro calibration maximum temperature,,100.0
TC_G0_TMIN,Gyro calibration minimum temperature,,0.0
TC_G0_TREF,Gyro calibration reference temperature,,25.0
TC_G0_X0_0,Gyro rate offset temperature ^0 polynomial coefficient - X axis,,0.0
TC_G0_X0_1,Gyro rate offset temperature ^0 polynomial coefficient - Y axis,,0.0
TC_G0_X0_2,Gyro rate offset temperature ^0 polynomial coefficient - Z axis,,0.0
TC_G0_X1_0,Gyro rate offset temperature ^1 polynomial coefficient - X axis,,0.0
TC_G0_X1_1,Gyro rate offset temperature ^1 polynomial coefficient - Y axis,,0.0
TC_G0_X1_2,Gyro rate offset temperature ^1 polynomial coefficient - Z axis,,0.0
TC_G0_X2_0,Gyro rate offset temperature ^2 polynomial coefficient - X axis,,0.0
TC_G0_X2_1,Gyro rate offset temperature ^2 polynomial coefficient - Y axis,,0.0
TC_G0_X2_2,Gyro rate offset temperature ^2 polynomial coefficient - Z axis,,0.0
TC_G0_X3_0,Gyro rate offset temperature ^3 polynomial coefficient - X axis,,0.0
TC_G0_X3_1,Gyro rate offset temperature ^3 polynomial coefficient - Y axis,,0.0
TC_G0_X3_2,Gyro rate offset temperature ^3 polynomial coefficient - Z axis,,0.0
TC_G1_ID,ID of Gyro that the calibration is for,,0
TC_G1_TMAX,Gyro calibration maximum temperature,,100.0
TC_G1_TMIN,Gyro calibration minimum temperature,,0.0
TC_G1_TREF,Gyro calibration reference temperature,,25.0
TC_G1_X0_0,Gyro rate offset temperature ^0 polynomial coefficient - X axis,,0.0
TC_G1_X0_1,Gyro rate offset temperature ^0 polynomial coefficient - Y axis,,0.0
TC_G1_X0_2,Gyro rate offset temperature ^0 polynomial coefficient - Z axis,,0.0
TC_G1_X1_0,Gyro rate offset temperature ^1 polynomial coefficient - X axis,,0.0
TC_G1_X1_1,Gyro rate offset temperature ^1 polynomial coefficient - Y axis,,0.0
TC_G1_X1_2,Gyro rate offset temperature ^1 polynomial coefficient - Z axis,,0.0
TC_G1_X2_0,Gyro rate offset temperature ^2 polynomial coefficient - X axis,,0.0
TC_G1_X2_1,Gyro rate offset temperature ^2 polynomial coefficient - Y axis,,0.0
TC_G1_X2_2,Gyro rate offset temperature ^2 polynomial coefficient - Z axis,,0.0
TC_G1_X3_0,Gyro rate offset temperature ^3 polynomial coefficient - X axis,,0.0
TC_G1_X3_1,Gyro rate offset temperature ^3 polynomial coefficient - Y axis,,0.0
TC_G1_X3_2,Gyro rate offset temperature ^3 polynomial coefficient - Z axis,,0.0
TC_G2_ID,ID of Gyro that the calibration is for,,0
TC_G2_TMAX,Gyro calibration maximum temperature,,100.0
TC_G2_TMIN,Gyro calibration minimum temperature,,0.0
TC_G2_TREF,Gyro calibration reference temperature,,25.0
TC_G2_X0_0,Gyro rate offset temperature ^0 polynomial coefficient - X axis,,0.0
TC_G2_X0_1,Gyro rate offset temperature ^0 polynomial coefficient - Y axis,,0.0
TC_G2_X0_2,Gyro rate offset temperature ^0 polynomial coefficient - Z axis,,0.0
TC_G2_X1_0,Gyro rate offset temperature ^1 polynomial coefficient - X axis,,0.0
TC_G2_X1_1,Gyro rate offset temperature ^1 polynomial coefficient - Y axis,,0.0
TC_G2_X1_2,Gyro rate offset temperature ^1 polynomial coefficient - Z axis,,0.0
TC_G2_X2_0,Gyro rate offset temperature ^2 polynomial coefficient - X axis,,0.0
TC_G2_X2_1,Gyro rate offset temperature ^2 polynomial coefficient - Y axis,,0.0
TC_G2_X2_2,Gyro rate offset temperature ^2 polynomial coefficient - Z axis,,0.0
TC_G2_X3_0,Gyro rate offset temperature ^3 polynomial coefficient - X axis,,0.0
TC_G2_X3_1,Gyro rate offset temperature ^3 polynomial coefficient - Y axis,,0.0
TC_G2_X3_2,Gyro rate offset temperature ^3 polynomial coefficient - Z axis,,0.0
TC_G3_ID,ID of Gyro that the calibration is for,,0
TC_G3_TMAX,Gyro calibration maximum temperature,,100.0
TC_G3_TMIN,Gyro calibration minimum temperature,,0.0
TC_G3_TREF,Gyro calibration reference temperature,,25.0
TC_G3_X0_0,Gyro rate offset temperature ^0 polynomial coefficient - X axis,,0.0
TC_G3_X0_1,Gyro rate offset temperature ^0 polynomial coefficient - Y axis,,0.0
TC_G3_X0_2,Gyro rate offset temperature ^0 polynomial coefficient - Z axis,,0.0
TC_G3_X1_0,Gyro rate offset temperature ^1 polynomial coefficient - X axis,,0.0
TC_G3_X1_1,Gyro rate offset temperature ^1 polynomial coefficient - Y axis,,0.0
TC_G3_X1_2,Gyro rate offset temperature ^1 polynomial coefficient - Z axis,,0.0
TC_G3_X2_0,Gyro rate offset temperature ^2 polynomial coefficient - X axis,,0.0
TC_G3_X2_1,Gyro rate offset temperature ^2 polynomial coefficient - Y axis,,0.0
TC_G3_X2_2,Gyro rate offset temperature ^2 polynomial coefficient - Z axis,,0.0
TC_G3_X3_0,Gyro rate offset temperature ^3 polynomial coefficient - X axis,,0.0
TC_G3_X3_1,Gyro rate offset temperature ^3 polynomial coefficient - Y axis,,0.0
TC_G3_X3_2,Gyro rate offset temperature ^3 polynomial coefficient - Z axis,,0.0
TC_G_ENABLE,Thermal compensation for rate gyro sensors,,0
UUV_DIRCT_PITCH,Direct pitch input,,0.0
UUV_DIRCT_ROLL,Direct roll input,,0.0
UUV_DIRCT_THRUST,Direct thrust input,,0.0
UUV_DIRCT_YAW,Direct yaw input,,0.0
UUV_INPUT_MODE,Select Input Mode,,0
UUV_PITCH_D,Pitch differential gain,,2.0
UUV_PITCH_P,Pitch proportional gain,,4.0
UUV_ROLL_D,Roll differential gain,,1.5
UUV_ROLL_P,Roll proportional gain,,4.0
UUV_YAW_D,Yaw differential gain,,2.0
UUV_YAW_P,Yawh proportional gain,,4.0
UUV_GAIN_X_D,Gain of D controller X,,0.2
UUV_GAIN_X_P,Gain of P controller X,,1.0
UUV_GAIN_Y_D,Gain of D controller Y,,0.2
UUV_GAIN_Y_P,Gain of P controller Y,,1.0
UUV_GAIN_Z_D,Gain of D controller Z,,0.2
UUV_GAIN_Z_P,Gain of P controller Z,,1.0
UUV_STAB_MODE,Stabilization mode(1) or Position Control(0),,1
VT_ARSP_BLEND,Airspeed at which we can start blending both fw and mc controls. Set to 0 to disable.,0.00 30.00,8.0
VT_ARSP_TRANS,Airspeed at which we can switch to fw mode,0.00 30.00,10.0
VT_B_DEC_FF,Backtransition deceleration setpoint to pitch feedforward gain,0 0.2,0.
VT_B_DEC_I,Backtransition deceleration setpoint to pitch I gain,0 0.3,0.1
VT_B_DEC_MSS,The approximate deceleration during a back transition in m/s/s Used to calculate back transition distance in mission mode. A lower value will make the VTOL transition further from the destination waypoint. For standard vtol and tiltrotors a controller is used to track this value during the transition.,0.5 10,2.0
VT_B_REV_DEL,Set this to a value greater than 0 to give the motor time to spin down. unit s,0 10,0.0
VT_B_REV_OUT,Used for airbrakes or with ESCs that have reverse thrust enabled on a seperate channel Airbrakes need to be enables for your selected model/mixer,0 1,0.0
VT_B_TRANS_DUR,Time in seconds used for a back transition,0.00 20.00,4.0
VT_B_TRANS_RAMP,This sets the duration during which the MC motors ramp up to the commanded thrust during the back transition stage.,0.0 20.0,3.0
VT_B_TRANS_THR,"standard vtol: pusher tailsitter, tiltrotor: main throttle Note for standard vtol: For ESCs and mixers that support reverse thrust on low PWM values set this to a negative value to apply active breaking For ESCs that support thrust reversal with a control channel please set VT_B_REV_OUT and set this to a positive value to apply active breaking",-1 1,0.0
VT_ELEV_MC_LOCK,If set to 1 the control surfaces are locked at the disarmed value in multicopter mode.,,1
VT_FWD_THRUST_EN,"This technique can be used to avoid the plane having to pitch down in order to move forward. This prevents large, negative lift values being created when facing strong winds. Fixed-wing forward actuators refers to puller/pusher (standard VTOL), or forward-tilt (tiltrotor VTOL). Only active if demaded down pitch is below VT_PITCH_MIN, and uses VT_FWD_THRUST_SC to get from demanded down pitch to fixed-wing actuation.",,0
VT_FWD_THRUST_SC,Scale applied to the demanded down-pitch to get the fixed-wing forward actuation in hover mode. Only active if demaded down pitch is below VT_PITCH_MIN. Enabled via VT_FWD_THRUST_EN.,0.0 2.0,0.7
VT_FW_ALT_ERR,Maximum negative altitude error for fixed wing flight. If the altitude drops below this value below the altitude setpoint the vehicle will transition back to MC mode and enter failsafe RTL.,0.0 200.0,0.0
VT_FW_DIFTHR_EN,Set to 1 to enable differential thrust in fixed-wing flight.,0 1,0
VT_FW_DIFTHR_SC,This factor specifies how the yaw input gets mapped to differential thrust in forwards flight.,0.0 1.0,0.1
VT_FW_MIN_ALT,"Minimum altitude for fixed wing flight, when in fixed wing the altitude drops below this altitude the vehicle will transition back to MC mode and enter failsafe RTL",0.0 200.0,0.0
VT_FW_MOT_OFFID,The channel number of motors that must be turned off in fixed wing mode,0 12345678,0
VT_FW_PERM_STAB,If set to one this parameter will cause permanent attitude stabilization in fw mode. This parameter has been introduced for pure convenience sake.,,0
VT_FW_QC_P,Maximum pitch angle before QuadChute engages Above this the vehicle will transition back to MC mode and enter failsafe RTL,0 180,0
